autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
No,616446c54ec10a56f2070911,"2 green triangles, 1 star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,616446c54ec10a56f2070911,"2 circles, 1 triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,616446c54ec10a56f2070911,"2 blue stars, 1 pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,616446c54ec10a56f2070911,"2 squares, 1 star",square,no,type,"two, big, blue, square","one, small, black, star"
No,616446c54ec10a56f2070911,"2 large squares, 1 small star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,616446c54ec10a56f2070911,"2 small black squares, 1 green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,616446c54ec10a56f2070911,"2 black pentagons, 1 circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,616446c54ec10a56f2070911,"2 circles, 1 square",circle,no,type,"two, small, black, circle","one, big, green, square"
No,616446c54ec10a56f2070911,"2 small black stars, 1 blue circle",black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,616446c54ec10a56f2070911,"2 large pink stars, 1 green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,616446c54ec10a56f2070911,"2 small green stars, 1 pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,616446c54ec10a56f2070911,"2 stars, 1 circle",star,no,type,"two, big, green, star","one, small, pink, circle"
No,616446c54ec10a56f2070911,"2 triangles, 1 hexagon",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,616446c54ec10a56f2070911,"2 pentagons, 1 square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,616446c54ec10a56f2070911,"2 black triangles, 1 star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,616446c54ec10a56f2070911,"2 small circles, 1 pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,616446c54ec10a56f2070911,"2 black circles, 1 green triangle",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,616446c54ec10a56f2070911,"2 triangles, 1 circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,616446c54ec10a56f2070911,"2 blue squares, 1 triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6294ce94ea81c4554b141010,pentagrams,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6294ce94ea81c4554b141010,large pentagrams,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6294ce94ea81c4554b141010, small squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,6294ce94ea81c4554b141010,large pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6294ce94ea81c4554b141010,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6294ce94ea81c4554b141010,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6294ce94ea81c4554b141010,pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6294ce94ea81c4554b141010,large blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6294ce94ea81c4554b141010,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,6294ce94ea81c4554b141010,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6294ce94ea81c4554b141010,no stars or squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6294ce94ea81c4554b141010,small black pentagrams,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6294ce94ea81c4554b141010,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,6294ce94ea81c4554b141010,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6294ce94ea81c4554b141010,stars 3,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6294ce94ea81c4554b141010,small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6294ce94ea81c4554b141010,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,6294ce94ea81c4554b141010,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,6294ce94ea81c4554b141010,green pentagrams,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,6294ce94ea81c4554b141010,large black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,6294ce94ea81c4554b141010,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,6294ce94ea81c4554b141010,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,6294ce94ea81c4554b141010,triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,6294ce94ea81c4554b141010,small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6299f89b3e1728339a42725a,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6299f89b3e1728339a42725a,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6299f89b3e1728339a42725a,"2 squares, 1 star",square,yes,type,"two, small, green, square","one, big, pink, star"
No,6299f89b3e1728339a42725a,"2 large circles, 1 star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6299f89b3e1728339a42725a,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6299f89b3e1728339a42725a,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6299f89b3e1728339a42725a,"2 large pink circles, 1 small blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6299f89b3e1728339a42725a,"2 large blue stars, 1 small black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6299f89b3e1728339a42725a,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,6299f89b3e1728339a42725a,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6299f89b3e1728339a42725a,two squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6299f89b3e1728339a42725a,"2 small black pentagons, 1 large pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6299f89b3e1728339a42725a,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,6299f89b3e1728339a42725a,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6299f89b3e1728339a42725a,"2 pink stars, 1 green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6299f89b3e1728339a42725a,"2 green stars, 1 pink box",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6299f89b3e1728339a42725a,green stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,6299f89b3e1728339a42725a,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,6299f89b3e1728339a42725a,"2 small green pentagons, 1 large black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,6299f89b3e1728339a42725a,"2 black triangles, 1 blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,6299f89b3e1728339a42725a,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,6299f89b3e1728339a42725a,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,6299f89b3e1728339a42725a,two triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,6299f89b3e1728339a42725a,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,62a1d88a5d0482a69726950c,two pink pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,62a1d88a5d0482a69726950c,two big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,62a1d88a5d0482a69726950c,"two green squares, big pink star",square,yes,type,"two, small, green, square","one, big, pink, star"
No,62a1d88a5d0482a69726950c,two big pink circles and little star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,62a1d88a5d0482a69726950c,two little triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,62a1d88a5d0482a69726950c,two green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,62a1d88a5d0482a69726950c,"two big pink circles, little triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,62a1d88a5d0482a69726950c,"two big blue stars, little black pentagons","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,62a1d88a5d0482a69726950c,two squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,62a1d88a5d0482a69726950c,two green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,62a1d88a5d0482a69726950c,"two little black stars, big pentagons",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,62a1d88a5d0482a69726950c,small black hexagons and big pink ,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,62a1d88a5d0482a69726950c, small black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,62a1d88a5d0482a69726950c,two black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,62a1d88a5d0482a69726950c,"2 big pink stars, little triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,62a1d88a5d0482a69726950c,2 little green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,62a1d88a5d0482a69726950c,two big green stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,62a1d88a5d0482a69726950c,two big green triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,62a1d88a5d0482a69726950c,two small green pentagons and square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,62a1d88a5d0482a69726950c,"big black triangles, little blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,62a1d88a5d0482a69726950c,"two small circles, big pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,62a1d88a5d0482a69726950c,two black circles and a triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,62a1d88a5d0482a69726950c,"two big blue triangles, small black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,62a1d88a5d0482a69726950c,"two little blue squares, big green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,62a7477981491179fd5f1f6c,Pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,62a7477981491179fd5f1f6c,Large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,62a7477981491179fd5f1f6c,2 squares and star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,62a7477981491179fd5f1f6c,Large pink circles ,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,62a7477981491179fd5f1f6c,Two triangles ,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,62a7477981491179fd5f1f6c,Green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,62a7477981491179fd5f1f6c,2 large pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,62a7477981491179fd5f1f6c,Blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,62a7477981491179fd5f1f6c,Squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,62a7477981491179fd5f1f6c,Green squares ,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,62a7477981491179fd5f1f6c,Black squares and green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,62a7477981491179fd5f1f6c,2 black pentagon and circle ,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,62a7477981491179fd5f1f6c,Circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,62a7477981491179fd5f1f6c,Black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,62a7477981491179fd5f1f6c,2 pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,62a7477981491179fd5f1f6c,Small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,62a7477981491179fd5f1f6c,Stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,62a7477981491179fd5f1f6c,Large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,62a7477981491179fd5f1f6c,2 green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,62a7477981491179fd5f1f6c,2 black triangles ,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,62a7477981491179fd5f1f6c,Circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,62a7477981491179fd5f1f6c,Black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,62a7477981491179fd5f1f6c,Triangles ,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,62a7477981491179fd5f1f6c,Small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,62aa33eec600b41d4dc4b4e8,2 pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,62aa33eec600b41d4dc4b4e8,two big 5 sided shapes and one medium 4,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,62aa33eec600b41d4dc4b4e8,2 square,square,yes,type,"two, small, green, square","one, big, pink, star"
No,62aa33eec600b41d4dc4b4e8,2 big circle,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,62aa33eec600b41d4dc4b4e8,2 triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,62aa33eec600b41d4dc4b4e8,2 green triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,62aa33eec600b41d4dc4b4e8,2 circle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,62aa33eec600b41d4dc4b4e8,"2 blue, 1 black","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,62aa33eec600b41d4dc4b4e8,2 square,square,no,type,"two, big, blue, square","one, small, black, star"
No,62aa33eec600b41d4dc4b4e8,2 green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,62aa33eec600b41d4dc4b4e8,"2 four, 1 five",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,62aa33eec600b41d4dc4b4e8,"2 five, 1 circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,62aa33eec600b41d4dc4b4e8,2 circle,circle,no,type,"two, small, black, circle","one, big, green, square"
